A1CF	0.5138446556905053	0.19766617962170072
A2BP1---Cluster1	0.18744592763356763	0.20111249630238703
A2M	0.6432594522190916	0.1900837359196398
A2ML1---Cluster1	0.562718699681396	0.23338118388439077
A4GALT---Cluster1	0.06696798800941216	0.045842143872266226
A4GALT---Cluster2	0.4682894837755535	0.17818893053880047
A4GNT	0.7910184063981414	0.15269379634767932
AAAS---Cluster1	0.020800863129825337	0.009775535949536996
AAAS---Cluster2	0.1334808705140942	0.04752245886828947
AACS	0.03211518506906351	0.03508065339106412
AADAC	0.9174701275032439	0.059651101162372294
AADACL2	0.7172727016689692	0.12858461560274687
AADAT---Cluster1	0.015018553929992495	0.008040018861766257
AADAT---Cluster2	0.02278064095571915	0.010346254216544342
AAGAB	0.8152011110676652	0.06102731769538001
AAK1	0.02731700539158203	0.014291194828241972
AAMP	0.7061160826994154	0.19311368915278393
AARS---Cluster1	0.05090044574480359	0.027715782996872967
AARS---Cluster2	0.9228126583954039	0.04265589719514591
AASDH	0.021316082788142374	0.01741786372856205
AASDHPPT	0.02111685490198882	0.030163612385105138
AASS	0.810866054420492	0.2048964247511247
AATF	0.012704140407838078	0.003989426513276228
AATK---Cluster1	0.5206785920783685	0.2050138981618811
AATK---Cluster2	0.02816278268434441	0.0210732272760066
ABAT---Cluster1	0.019622075682889362	0.021205368943228133
ABAT---Cluster2	0.02099429936427407	0.025957212133285206
ABCA1	0.008203311726601437	0.0033104180269440137
ABCA17P	0.019425402429496898	0.021284291559716773
ABCA2---Cluster1	0.02524610728222582	0.007960039745413495
ABCA2---Cluster2	0.0254026826493403	0.007571739705070363
ABCA4	0.9145138566864266	0.05587391718267513
ABCA5---Cluster1	0.07854075974510226	0.08017321915557576
ABCA5---Cluster2	0.011836092596436658	0.0030924585428064562
ABCA6	0.5197770385027888	0.22296296056398393
ABCA7---Cluster1	0.016415469123754817	0.02042544500026727
ABCA8	0.7078231445453659	0.2557915590455756
ABCA9	0.7409421060334319	0.17639474799057778
ABCB10	0.023334893416104466	0.009105562255245173
ABCB11---Cluster1	0.8758976872314584	0.09413849518619112
ABCB11---Cluster2	0.9118006537938391	0.052796062116548914
ABCB5---Cluster1	0.8246451700060141	0.120008948301071
ABCB6	0.08298928789892358	0.04218444486398516
ABCB7---Cluster1	0.20116609887188186	0.1281223431402308
ABCB8---Cluster1	0.016656081394545007	0.004147109664774448
ABCB8---Cluster2	0.02123844183205154	0.027237799914377275
ABCC1	0.2110054447671553	0.15766874770929498
ABCC10	0.7906905841520507	0.08503012546989279
ABCC12	0.734533489803251	0.14422668391436683
ABCC13---Cluster1	0.567273878933184	0.19955631670105226
ABCC2---Cluster1	0.6941669045317623	0.2048284962695834
ABCC2---Cluster2	0.8626210295070064	0.07550256882719819
ABCC3---Cluster1	0.018217032899270322	0.020690125937737686
ABCC3---Cluster2	0.01951134423722894	0.006737905883359978
ABCC4---Cluster1	0.01587017946552822	0.01245284674912444
ABCC4---Cluster2	0.10634192325417173	0.09876644720555602
ABCC5	0.02371204652193613	0.03243844052058857
ABCC8---Cluster1	0.026138874053414984	0.04814463507944693
ABCC8---Cluster2	0.5241709849134366	0.1802801744787967
ABCC9	0.588765768307004	0.20080341613252148
ABCD2	0.21415374188776945	0.08020172077810775
ABCD3	0.02702041520439557	0.03046078341561301
ABCD4	0.05065502696045899	0.020064270915403488
ABCE1	0.028767660493416853	0.015607656840929008
ABCF1---Cluster1	0.029020760639383653	0.011977022243825141
ABCF2	0.015116190156535257	0.0047196140663017805
ABCF3	0.02935887998993934	0.04392034219032012
ABCG1	0.9022299359633716	0.05731127959916027
ABCG4---Cluster1	0.6860125398130174	0.18211212712217784
ABCG4---Cluster2	0.011511527449282364	0.002603997227303818
ABCG5	0.9107033948961613	0.06739463727963514
ABCG8	0.8930507394560773	0.050658249563434024
ABHD1	0.0332242258968868	0.049114324980780825
ABHD10---Cluster1	0.028918292157748857	0.013161058733031476
ABHD10---Cluster2	0.02533644591876689	0.017640892216248247
ABHD11	0.008164097442416189	0.003475675942736353
ABHD12	0.047073444217655934	0.01629487561262241
ABHD12B	0.7719235512494118	0.13734395886927994
ABHD14B	0.5493570316488237	0.19969650875990558
ABHD2---Cluster1	0.02462142814889044	0.023458694678722865
ABHD2---Cluster2	0.06796782555466037	0.04362913122129738
ABHD4---Cluster1	0.02142601581970531	0.0047630097050841876
ABHD5---Cluster1	0.010042266016025309	0.004348339689915838
ABHD5---Cluster2	0.019221834038781523	0.00877442380671703
ABHD6	0.010534791691840444	0.00746482116275319
ABHD8---Cluster1	0.15842223335722103	0.16534883698210429
ABHD8---Cluster2	0.01622255371466587	0.023207339806943034
ABI1---Cluster1	0.01219643620277336	0.004134757832507613
ABI1---Cluster2	0.025384543165316815	0.011737055589699726
ABI2---Cluster1	0.01514613274338207	0.0062163254256854565
ABI2---Cluster2	0.011530775644117251	0.003295321514137858
ABI3---Cluster1	0.785325234132544	0.13492825935712824
ABI3---Cluster2	0.8169628711870198	0.10423662352373633
ABL1---Cluster1	0.06640906742775952	0.026342849353114563
ABL2---Cluster1	0.02763381091112829	0.008983620392932936
ABL2---Cluster2	0.36426009429133593	0.18313633977771102
ABLIM1	0.8794643368298659	0.10155022495539293
ABLIM3	0.09828482967511672	0.18596277641151987
ABO	0.046530878441207284	0.09707439448952604
ABP1	0.33403773874571463	0.24456153155604132
ABR	0.021179882081990734	0.014332030729676789
ABRA---Cluster1	0.8023148507613993	0.138557507843563
ABRA---Cluster2	0.9783881064169411	0.023989522458598426
ABT1---Cluster1	0.022167416164910022	0.009897557060350901
